學年度,學校,校系代碼,校系名稱,是否外加,招生名額,錄取人數,第一輪錄取人數,第一輪在校排名%,第二輪錄取人數,第二輪在校排名%,國文檢定,英文檢定,數A檢定,數B檢定,社會檢定,自然檢定,英聽檢定,比序
113,國立臺北大學,09906,會計學系,False,20,20.0,20.0,2.0,,,均標,前標,均標,,,,,"[{'name': '數學學業', 'r1': '2%', 'r2': None}, {'name': '在校學業', 'r1': '6%', 'r2': None}, {'name': '學測英文', 'r1': '13', 'r2': None}]"
113,國立臺北大學,09907,統計學系,False,10,6.0,3.0,20.0,3.0,15.0,均標,前標,前標,,,,,"[{'name': '在校學業', 'r1': '20%', 'r2': '15%'}]"
113,國立臺北大學,09908,休閒運動管理學系,False,7,7.0,7.0,9.0,,,均標,均標,,均標,,,,"[{'name': '在校學業', 'r1': '9%', 'r2': None}, {'name': '學測國英數B社', 'r1': '46', 'r2': None}]"
113,國立臺北大學,09908,休閒運動管理學系【外加】,True,1,0.0,,,,,均標,均標,,均標,,,,"[{'name': '在校學業', 'r1': '4%', 'r2': None}]"
113,國立臺北大學,09909,公共行政暨政策學系,False,18,18.0,18.0,4.0,,,均標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '4%', 'r2': None}, {'name': '學測國英數B社', 'r1': '46', 'r2': None}, {'name': '在校學業', 'r1': '2%', 'r2': None}]"
113,國立臺北大學,09910,財政學系,False,10,10.0,10.0,2.0,,,均標,均標,均標,,均標,,,"[{'name': '在校學業', 'r1': '2%', 'r2': None}]"
113,國立臺北大學,09910,財政學系【外加】,True,2,0.0,,,,,均標,均標,均標,,均標,,,
113,國立臺北大學,09911,不動產與城鄉環境學系,False,31,31.0,31.0,8.0,,,前標,均標,,均標,,,,"[{'name': '在校學業', 'r1': '8%', 'r2': None}, {'name': '學測國文', 'r1': '12', 'r2': None}, {'name': '學測英文', 'r1': '9', 'r2': None}]"
113,國立臺北大學,09911,不動產與城鄉環境學系【外加】,True,5,0.0,,,,,前標,均標,,均標,,,,"[{'name': '在校學業', 'r1': '11%', 'r2': '19%'}]"
113,國立臺北大學,09912,經濟學系,False,20,8.0,4.0,11.0,4.0,19.0,均標,前標,前標,,均標,,,"[{'name': '在校學業', 'r1': '11%', 'r2': '19%'}]"
113,國立臺北大學,09912,經濟學系【外加】,True,2,0.0,,,,,均標,前標,前標,,均標,,,
113,國立臺北大學,09913,社會學系,False,6,6.0,6.0,8.0,,,,均標,,均標,,,,"[{'name': '在校學業', 'r1': '8%', 'r2': None}, {'name': '學測數B', 'r1': '9', 'r2': None}]"
113,國立臺北大學,09914,社會工作學系,False,6,6.0,6.0,8.0,,,均標,均標,,均標,,,,"[{'name': '在校學業', 'r1': '8%', 'r2': None}, {'name': '學測國文', 'r1': '11', 'r2': None}, {'name': '國語文學業', 'r1': '15%', 'r2': None}, {'name': '在校學業', 'r1': '10%', 'r2': None}]"
113,國立臺北大學,09915,中國文學系,False,7,7.0,7.0,10.0,,,前標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '10%', 'r2': None}]"
113,國立臺北大學,09915,中國文學系【外加】,True,1,0.0,,,,,前標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '15%', 'r2': None}]"
113,國立臺北大學,09916,應用外語學系,False,15,15.0,15.0,15.0,,,前標,前標,,均標,,,A級,"[{'name': '在校學業', 'r1': '15%', 'r2': None}, {'name': '學測國英數B社', 'r1': '45', 'r2': None}]"
113,國立臺北大學,09917,歷史學系,False,12,12.0,12.0,15.0,,,均標,均標,,,前標,,A級,"[{'name': '在校學業', 'r1': '15%', 'r2': None}]"
113,國立臺北大學,09917,歷史學系【外加】,True,1,0.0,,,,,均標,均標,,,前標,,,"[{'name': '在校學業', 'r1': '12%', 'r2': '11%'}]"
113,國立臺北大學,09918,資訊工程學系,False,5,5.0,1.0,12.0,4.0,11.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '12%', 'r2': '11%'}, {'name': '在校學業', 'r1': None, 'r2': '18%'}]"
113,國立臺北大學,09919,通訊工程學系,False,5,3.0,,,3.0,18.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': None, 'r2': '18%'}, {'name': '在校學業', 'r1': '19%', 'r2': '12%'}]"
113,國立臺北大學,09920,電機工程學系,False,7,7.0,4.0,19.0,3.0,12.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '19%', 'r2': '12%'}]"
113,國立嘉義大學,10001,教育學系,False,7,7.0,7.0,10.0,,,後標,,,,,,,"[{'name': '在校學業', 'r1': '10%', 'r2': None}, {'name': '學測國英數B社', 'r1': '40', 'r2': None}, {'name': '在校學業', 'r1': '16%', 'r2': None}]"
113,國立嘉義大學,10001,教育學系【外加】,True,1,1.0,1.0,16.0,,,後標,,,,,,,"[{'name': '在校學業', 'r1': '16%', 'r2': None}, {'name': '在校學業', 'r1': '10%', 'r2': None}]"
113,國立嘉義大學,10002,輔導與諮商學系,False,8,8.0,8.0,10.0,,,均標,均標,,底標,,,,"[{'name': '在校學業', 'r1': '10%', 'r2': None}]"
113,國立嘉義大學,10002,輔導與諮商學系【外加】,True,3,0.0,,,,,均標,均標,,底標,,,,
113,國立嘉義大學,10003,特殊教育學系,False,7,7.0,3.0,19.0,4.0,27.0,均標,,,,,,,"[{'name': '在校學業', 'r1': '19%', 'r2': '27%'}]"
113,國立嘉義大學,10003,特殊教育學系【外加】,True,1,0.0,,,,,均標,,,,,,,"[{'name': '在校學業', 'r1': '17%', 'r2': '17%'}]"
113,國立嘉義大學,10004,幼兒教育學系,False,5,5.0,3.0,17.0,2.0,17.0,均標,,,,,,,"[{'name': '在校學業', 'r1': '17%', 'r2': '17%'}]"
113,國立嘉義大學,10004,幼兒教育學系【外加】,True,1,0.0,,,,,均標,,,,,,,"[{'name': '在校學業', 'r1': '10%', 'r2': '16%'}]"
113,國立嘉義大學,10005,數位學習設計與管理學系,False,8,8.0,5.0,10.0,3.0,16.0,後標,,,,,,,"[{'name': '在校學業', 'r1': '10%', 'r2': '16%'}]"
113,國立嘉義大學,10005,數位學習設計與管理學系【外加】,True,2,0.0,,,,,後標,,,,,,,
113,國立嘉義大學,10006,中國文學系,False,9,8.0,1.0,25.0,7.0,29.0,均標,,,,底標,,,"[{'name': '在校學業', 'r1': '25%', 'r2': '29%'}, {'name': '在校學業', 'r1': '8%', 'r2': None}]"
113,國立嘉義大學,10006,中國文學系【外加】,True,2,1.0,1.0,8.0,,,均標,,,,底標,,,"[{'name': '在校學業', 'r1': '8%', 'r2': None}, {'name': '在校學業', 'r1': '24%', 'r2': '21%'}]"
113,國立嘉義大學,10007,應用歷史學系,False,10,4.0,3.0,24.0,1.0,21.0,均標,,,,均標,,,"[{'name': '在校學業', 'r1': '24%', 'r2': '21%'}]"
113,國立嘉義大學,10007,應用歷史學系【外加】,True,1,0.0,,,,,均標,,,,均標,,,
113,國立嘉義大學,10008,外國語言學系英語教學組,False,8,8.0,4.0,30.0,4.0,15.0,均標,均標,,,,,,"[{'name': '在校學業', 'r1': '30%', 'r2': '15%'}, {'name': '學測英文', 'r1': None, 'r2': '10'}]"
113,國立嘉義大學,10008,外國語言學系英語教學組【外加】,True,1,0.0,,,,,均標,均標,,,,,,"[{'name': '在校學業', 'r1': '21%', 'r2': '15%'}]"
113,國立嘉義大學,10009,外國語言學系應用外語組,False,8,8.0,4.0,21.0,4.0,15.0,均標,均標,,,,,,"[{'name': '在校學業', 'r1': '21%', 'r2': '15%'}, {'name': '學測英文', 'r1': None, 'r2': '9'}, {'name': '學測國文', 'r1': None, 'r2': '12'}]"
113,國立嘉義大學,10009,外國語言學系應用外語組【外加】,True,1,0.0,,,,,均標,均標,,,,,,"[{'name': '在校學業', 'r1': '12%', 'r2': None}]"
113,國立嘉義大學,10010,企業管理學系,False,8,8.0,8.0,12.0,,,後標,均標,,後標,,,,"[{'name': '在校學業', 'r1': '12%', 'r2': None}]"
113,國立嘉義大學,10010,企業管理學系【外加】,True,1,0.0,,,,,後標,均標,,後標,,,,
113,國立嘉義大學,10011,應用經濟學系,False,8,8.0,8.0,7.0,,,後標,後標,,均標,,,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立嘉義大學,10011,應用經濟學系【外加】,True,1,0.0,,,,,後標,後標,,均標,,,,"[{'name': '在校學業', 'r1': '26%', 'r2': None}]"
113,國立嘉義大學,10012,科技管理學系,False,12,12.0,12.0,26.0,,,,後標,,,,,,"[{'name': '在校學業', 'r1': '26%', 'r2': None}]"
113,國立嘉義大學,10012,科技管理學系【外加】,True,2,0.0,,,,,,後標,,,,,,
113,國立嘉義大學,10013,行銷與觀光管理學系,False,7,7.0,2.0,19.0,5.0,22.0,,均標,,,,,,"[{'name': '在校學業', 'r1': '19%', 'r2': '22%'}]"
113,國立嘉義大學,10013,行銷與觀光管理學系【外加】,True,1,0.0,,,,,,均標,,,,,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立嘉義大學,10014,財務金融學系,False,8,8.0,8.0,7.0,,,,均標,,均標,,,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立嘉義大學,10014,財務金融學系【外加】,True,2,0.0,,,,,,均標,,均標,,,,"[{'name': '在校學業', 'r1': '17%', 'r2': None}]"
113,國立嘉義大學,10015,資訊管理學系,False,8,8.0,8.0,17.0,,,,均標,,均標,,,,"[{'name': '在校學業', 'r1': '17%', 'r2': None}]"
113,國立嘉義大學,10016,電子物理學系,False,10,10.0,8.0,26.0,2.0,10.0,,均標,均標,,,均標,C級,"[{'name': '在校學業', 'r1': '26%', 'r2': '10%'}, {'name': '學測自然', 'r1': None, 'r2': '11'}, {'name': '學測數A', 'r1': None, 'r2': '10'}]"
113,國立嘉義大學,10016,電子物理學系【外加】,True,1,0.0,,,,,,均標,均標,,,均標,C級,"[{'name': '在校學業', 'r1': '9%', 'r2': None}]"
113,國立嘉義大學,10017,應用化學系,False,8,8.0,8.0,9.0,,,,均標,,,,均標,C級,"[{'name': '在校學業', 'r1': '9%', 'r2': None}]"
113,國立嘉義大學,10017,應用化學系【外加】,True,1,0.0,,,,,,均標,,,,均標,,"[{'name': '在校學業', 'r1': '30%', 'r2': '11%'}]"
113,國立嘉義大學,10018,應用數學系,False,10,10.0,5.0,30.0,5.0,11.0,,,均標,,,,,"[{'name': '在校學業', 'r1': '30%', 'r2': '11%'}, {'name': '學測數A', 'r1': None, 'r2': '9'}, {'name': '數學學業', 'r1': None, 'r2': '3%'}]"
113,國立嘉義大學,10018,應用數學系【外加】,True,1,0.0,,,,,,,均標,,,,,
113,國立嘉義大學,10019,資訊工程學系,False,15,15.0,15.0,10.0,,,,,均標,,,,,"[{'name': '在校學業', 'r1': '10%', 'r2': None}, {'name': '在校學業', 'r1': '28%', 'r2': None}]"
113,國立嘉義大學,10019,資訊工程學系【外加】,True,1,1.0,1.0,28.0,,,,,均標,,,,,"[{'name': '在校學業', 'r1': '28%', 'r2': None}, {'name': '在校學業', 'r1': '26%', 'r2': None}]"
113,國立嘉義大學,10020,生物機電工程學系,False,8,8.0,8.0,26.0,,,,均標,,,,均標,,"[{'name': '在校學業', 'r1': '26%', 'r2': None}]"
113,國立嘉義大學,10020,生物機電工程學系【外加】,True,1,0.0,,,,,,均標,,,,均標,,
113,國立嘉義大學,10021,土木與水資源工程學系,False,10,10.0,6.0,29.0,4.0,12.0,,,,,,後標,,"[{'name': '在校學業', 'r1': '29%', 'r2': '12%'}]"
113,國立嘉義大學,10021,土木與水資源工程學系【外加】,True,1,0.0,,,,,後標,,,,,後標,,"[{'name': '在校學業', 'r1': '10%', 'r2': None}]"
113,國立嘉義大學,10022,電機工程學系,False,8,8.0,8.0,10.0,,,後標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '10%', 'r2': None}, {'name': '學測英數A自', 'r1': '32', 'r2': None}]"
113,國立嘉義大學,10022,電機工程學系【外加】,True,1,0.0,,,,,後標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '17%', 'r2': None}]"
113,國立嘉義大學,10023,機械與能源工程學系,False,8,8.0,8.0,17.0,,,,,,,,均標,,"[{'name': '在校學業', 'r1': '17%', 'r2': None}]"
113,國立嘉義大學,10023,機械與能源工程學系【外加】,True,1,1.0,1.0,27.0,,,,,,,,均標,,"[{'name': '在校學業', 'r1': '27%', 'r2': None}]"
113,國立嘉義大學,10024,農藝學系,False,8,8.0,3.0,29.0,5.0,27.0,,,,,,底標,,"[{'name': '在校學業', 'r1': '29%', 'r2': '27%'}]"
113,國立嘉義大學,10024,農藝學系【外加】,True,1,0.0,,,,,,,,,,底標,,"[{'name': '在校學業', 'r1': '16%', 'r2': '27%'}]"
113,國立嘉義大學,10025,園藝學系,False,8,8.0,4.0,16.0,4.0,27.0,,底標,,,,底標,,"[{'name': '在校學業', 'r1': '16%', 'r2': '27%'}]"
113,國立嘉義大學,10025,園藝學系【外加】,True,2,0.0,,,,,,底標,,,,底標,,
113,國立嘉義大學,10026,森林暨自然資源學系,False,7,7.0,,,7.0,28.0,,,,,,底標,,"[{'name': '在校學業', 'r1': None, 'r2': '28%'}]"
113,國立嘉義大學,10026,森林暨自然資源學系【外加】,True,2,0.0,,,,,,,,,,底標,,"[{'name': '在校學業', 'r1': '25%', 'r2': '30%'}]"
113,國立嘉義大學,10027,木質材料與設計學系,False,10,9.0,1.0,25.0,8.0,30.0,,後標,,,,後標,,"[{'name': '在校學業', 'r1': '25%', 'r2': '30%'}]"
113,國立嘉義大學,10027,木質材料與設計學系【外加】,True,2,0.0,,,,,均標,後標,,,,後標,,"[{'name': '在校學業', 'r1': '30%', 'r2': None}]"
113,國立嘉義大學,10028,動物科學系,False,8,8.0,8.0,30.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '30%', 'r2': None}]"
113,國立嘉義大學,10028,動物科學系【外加】,True,2,0.0,,,,,均標,均標,均標,,,均標,,
113,國立嘉義大學,10029,農業生物科技學系,False,12,12.0,1.0,27.0,11.0,24.0,,後標,,,,均標,,"[{'name': '在校學業', 'r1': '27%', 'r2': '24%'}]"
113,國立嘉義大學,10029,農業生物科技學系【外加】,True,1,0.0,,,,,均標,後標,,,,均標,,"[{'name': '在校學業', 'r1': '20%', 'r2': None}]"
113,國立嘉義大學,10030,景觀學系,False,8,2.0,2.0,20.0,,,均標,均標,,,,,,"[{'name': '在校學業', 'r1': '20%', 'r2': None}]"
113,國立嘉義大學,10030,景觀學系【外加】,True,2,0.0,,,,,均標,均標,,,,,,
113,國立嘉義大學,10031,植物醫學系,False,8,8.0,3.0,22.0,5.0,20.0,,,,,,均標,,"[{'name': '在校學業', 'r1': '22%', 'r2': '20%'}]"
113,國立嘉義大學,10031,植物醫學系【外加】,True,2,0.0,,,,,,,,,,均標,,"[{'name': '在校學業', 'r1': '28%', 'r2': '17%'}]"
113,國立嘉義大學,10032,食品科學系,False,8,8.0,7.0,28.0,1.0,17.0,,均標,,,,後標,,"[{'name': '在校學業', 'r1': '28%', 'r2': '17%'}, {'name': '化學學業', 'r1': None, 'r2': '11%'}]"
113,國立嘉義大學,10032,食品科學系【外加】,True,2,0.0,,,,,,均標,,,,後標,,"[{'name': '在校學業', 'r1': None, 'r2': '28%'}]"
113,國立嘉義大學,10033,水生生物科學系,False,8,2.0,,,2.0,28.0,,,,,,均標,,"[{'name': '在校學業', 'r1': None, 'r2': '28%'}]"
113,國立嘉義大學,10033,水生生物科學系【外加】,True,2,0.0,,,,,,,,,,均標,,
113,國立嘉義大學,10034,生物資源學系,False,8,8.0,2.0,27.0,6.0,16.0,,後標,,,,均標,,"[{'name': '在校學業', 'r1': '27%', 'r2': '16%'}]"
113,國立嘉義大學,10034,生物資源學系【外加】,True,2,0.0,,,,,後標,後標,,,,均標,,"[{'name': '在校學業', 'r1': '10%', 'r2': None}]"
113,國立嘉義大學,10035,生化科技學系,False,8,8.0,8.0,10.0,,,後標,底標,,,,後標,,"[{'name': '在校學業', 'r1': '10%', 'r2': None}]"
113,國立嘉義大學,10035,生化科技學系【外加】,True,2,0.0,,,,,後標,底標,,,,後標,,
113,國立嘉義大學,10036,微生物免疫與生物藥學系,False,8,8.0,8.0,14.0,,,後標,後標,,,,均標,,"[{'name': '在校學業', 'r1': '14%', 'r2': None}]"
113,國立嘉義大學,10036,微生物免疫與生物藥學系【外加】,True,1,0.0,,,,,後標,後標,,,,均標,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}]"
113,國立嘉義大學,10037,獸醫學系,False,8,8.0,8.0,6.0,,,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}, {'name': '學測自然', 'r1': '12', 'r2': None}, {'name': '學測英文', 'r1': '14', 'r2': None}]"
113,國立嘉義大學,10037,獸醫學系【外加】,True,3,0.0,,,,,均標,前標,前標,,,前標,,
113,國立嘉義大學,10038,音樂學系《小提琴》,False,1,0.0,,,,,後標,後標,,,,,,
113,國立嘉義大學,10038,音樂學系《小提琴》【外加】,True,1,0.0,,,,,後標,後標,,,,,,
113,國立嘉義大學,10039,視覺藝術學系,False,5,5.0,5.0,28.0,,,後標,底標,,,,,,"[{'name': '在校學業', 'r1': '28%', 'r2': None}]"
113,國立高雄大學,10101,西洋語文學系,False,10,10.0,7.0,17.0,3.0,13.0,,均標,,,,,,"[{'name': '在校學業', 'r1': '17%', 'r2': '13%'}]"
113,國立高雄大學,10101,西洋語文學系【外加】,True,2,0.0,,,,,後標,均標,,,,,,"[{'name': '在校學業', 'r1': '27%', 'r2': '30%'}]"
113,國立高雄大學,10102,運動健康與休閒學系,False,8,8.0,3.0,27.0,5.0,30.0,後標,後標,,後標,,,,"[{'name': '在校學業', 'r1': '27%', 'r2': '30%'}, {'name': '學測國英數B', 'r1': None, 'r2': '27'}, {'name': '在校學業', 'r1': '22%', 'r2': None}]"
113,國立高雄大學,10103,東亞語文學系日語組,False,2,2.0,2.0,22.0,,,均標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '22%', 'r2': None}]"
113,國立高雄大學,10103,東亞語文學系日語組【外加】,True,1,0.0,,,,,均標,均標,,,均標,,,
113,國立高雄大學,10104,東亞語文學系韓語組,False,2,2.0,2.0,13.0,,,均標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '13%', 'r2': None}]"
113,國立高雄大學,10104,東亞語文學系韓語組【外加】,True,1,0.0,,,,,均標,均標,,,均標,,,"[{'name': '在校學業', 'r1': None, 'r2': '16%'}]"
113,國立高雄大學,10105,東亞語文學系越語組,False,2,2.0,,,2.0,16.0,均標,均標,,,均標,,,"[{'name': '在校學業', 'r1': None, 'r2': '16%'}]"
113,國立高雄大學,10105,東亞語文學系越語組【外加】,True,1,0.0,,,,,均標,均標,,,均標,,,
113,國立高雄大學,10106,法律學系,False,8,8.0,8.0,5.0,,,均標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '5%', 'r2': None}, {'name': '學測國文', 'r1': '13', 'r2': None}, {'name': '學測英文', 'r1': '11', 'r2': None}]"
113,國立高雄大學,10107,政治法律學系,False,10,10.0,10.0,11.0,,,均標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '11%', 'r2': None}, {'name': '學測國英社', 'r1': '36', 'r2': None}, {'name': '在校學業', 'r1': '11%', 'r2': None}]"
113,國立高雄大學,10107,政治法律學系【外加】,True,2,1.0,1.0,11.0,,,均標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '11%', 'r2': None}, {'name': '在校學業', 'r1': '10%', 'r2': None}]"
113,國立高雄大學,10108,財經法律學系,False,8,8.0,8.0,10.0,,,均標,均標,,均標,均標,,,"[{'name': '在校學業', 'r1': '10%', 'r2': None}]"
113,國立高雄大學,10108,財經法律學系【外加】,True,1,0.0,,,,,均標,均標,,均標,均標,,,
113,國立高雄大學,10109,應用經濟學系,False,9,9.0,9.0,17.0,,,均標,均標,,前標,,,,"[{'name': '在校學業', 'r1': '17%', 'r2': None}]"
113,國立高雄大學,10109,應用經濟學系【外加】,True,1,0.0,,,,,均標,均標,,前標,,,,"[{'name': '在校學業', 'r1': '20%', 'r2': None}]"
113,國立高雄大學,10110,亞太工商管理學系企業管理組,False,9,9.0,9.0,20.0,,,均標,均標,,,,,,"[{'name': '在校學業', 'r1': '20%', 'r2': None}]"
113,國立高雄大學,10110,亞太工商管理學系企業管理組【外加】,True,1,0.0,,,,,均標,均標,,,,,,"[{'name': '在校學業', 'r1': '28%', 'r2': '16%'}]"
113,國立高雄大學,10111,資訊管理學系,False,14,14.0,11.0,28.0,3.0,16.0,均標,均標,,均標,,,,"[{'name': '在校學業', 'r1': '28%', 'r2': '16%'}]"
113,國立高雄大學,10111,資訊管理學系【外加】,True,3,0.0,,,,,均標,均標,,均標,,,,
113,國立高雄大學,10112,財務金融學系,False,7,7.0,7.0,10.0,,,均標,均標,,均標,均標,,,"[{'name': '在校學業', 'r1': '10%', 'r2': None}, {'name': '在校學業', 'r1': '30%', 'r2': None}]"
113,國立高雄大學,10113,工藝與創意設計學系,False,6,6.0,6.0,30.0,,,後標,後標,,,後標,,,"[{'name': '在校學業', 'r1': '30%', 'r2': None}]"
113,國立高雄大學,10113,工藝與創意設計學系【外加】,True,1,0.0,,,,,後標,後標,,,後標,,,"[{'name': '在校學業', 'r1': '18%', 'r2': None}]"
113,國立高雄大學,10114,亞太工商管理學系工業管理組,False,8,8.0,8.0,18.0,,,均標,,,,,,,"[{'name': '在校學業', 'r1': '18%', 'r2': None}]"
113,國立高雄大學,10114,亞太工商管理學系工業管理組【外加】,True,1,0.0,,,,,均標,,,,,,,
113,國立高雄大學,10115,應用數學系,False,10,10.0,6.0,25.0,4.0,19.0,均標,,均標,,,均標,,"[{'name': '在校學業', 'r1': '25%', 'r2': '19%'}, {'name': '學測數A', 'r1': None, 'r2': '12'}, {'name': '在校學業', 'r1': '8%', 'r2': None}]"
113,國立高雄大學,10116,應用化學系,False,8,8.0,8.0,8.0,,,,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '8%', 'r2': None}, {'name': '學測英數A自', 'r1': '31', 'r2': None}, {'name': '在校學業', 'r1': '25%', 'r2': None}]"
113,國立高雄大學,10117,應用物理學系,False,10,10.0,10.0,25.0,,,,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '25%', 'r2': None}, {'name': '學測自然', 'r1': '12', 'r2': None}, {'name': '學測數A', 'r1': '9', 'r2': None}]"
113,國立高雄大學,10117,應用物理學系【外加】,True,2,0.0,,,,,,均標,均標,,,均標,,
113,國立高雄大學,10118,電機工程學系,False,19,19.0,19.0,6.0,,,,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}, {'name': '學測數A', 'r1': '8', 'r2': None}, {'name': '學測自然', 'r1': '12', 'r2': None}, {'name': '學測英文', 'r1': '9', 'r2': None}, {'name': '數學學業', 'r1': '5%', 'r2': None}]"
113,國立高雄大學,10118,電機工程學系【外加】,True,5,1.0,1.0,6.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}, {'name': '在校學業', 'r1': '17%', 'r2': None}]"
113,國立高雄大學,10119,土木與環境工程學系土木工程組,False,4,4.0,4.0,17.0,,,均標,,均標,,,均標,,"[{'name': '在校學業', 'r1': '17%', 'r2': None}]"
113,國立高雄大學,10119,,False,1,0.0,,,,,均標,,均標,,,均標,,
113,國立高雄大學,10120,土木與環境工程學系環境工程組,False,5,5.0,5.0,22.0,,,均標,,均標,,,均標,,"[{'name': '在校學業', 'r1': '22%', 'r2': None}]"
113,國立高雄大學,10121,化學工程及材料工程學系,False,10,10.0,10.0,6.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}, {'name': '學測自然', 'r1': '11', 'r2': None}]"
113,國立高雄大學,10121,化學工程及材料工程學系【外加】,True,1,0.0,,,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}]"
113,國立高雄大學,10122,資訊工程學系,False,9,9.0,9.0,6.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}, {'name': '在校學業', 'r1': '29%', 'r2': None}]"
113,國立高雄大學,10123,建築學系,False,7,7.0,7.0,29.0,,,均標,均標,底標,均標,,,,"[{'name': '在校學業', 'r1': '29%', 'r2': None}]"
113,國立高雄大學,10123,建築學系【外加】,True,1,0.0,,,,,均標,均標,底標,均標,,,,
113,國立高雄大學,10124,生命科學系,False,8,8.0,6.0,25.0,2.0,9.0,,後標,後標,,,均標,,"[{'name': '在校學業', 'r1': '25%', 'r2': '9%'}]"
113,國立高雄大學,10124,生命科學系【外加】,True,1,0.0,,,,,,後標,後標,,,均標,,
113,慈濟大學,10801,傳播學系,False,4,3.0,2.0,42.0,1.0,46.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '42%', 'r2': '46%'}, {'name': '在校學業', 'r1': None, 'r2': '49%'}]"
113,慈濟大學,10802,兒童發展與家庭教育學系,False,5,1.0,,,1.0,49.0,底標,,,,,,,"[{'name': '在校學業', 'r1': None, 'r2': '49%'}, {'name': '在校學業', 'r1': '34%', 'r2': None}]"
113,慈濟大學,10802,兒童發展與家庭教育學系【外加】,True,1,1.0,1.0,34.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '34%', 'r2': None}, {'name': '在校學業', 'r1': '36%', 'r2': None}]"
113,慈濟大學,10803,社會工作學系,False,4,3.0,3.0,36.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '36%', 'r2': None}]"
113,慈濟大學,10803,社會工作學系【外加】,True,1,0.0,,,,,底標,,,,,,,
113,慈濟大學,10804,人類發展與心理學系,False,5,5.0,4.0,30.0,1.0,43.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '30%', 'r2': '43%'}, {'name': '在校學業', 'r1': None, 'r2': '47%'}]"
113,慈濟大學,10805,國際服務產業管理學士學位學程,False,1,1.0,,,1.0,47.0,,底標,,,,,,"[{'name': '在校學業', 'r1': None, 'r2': '47%'}, {'name': '在校學業', 'r1': '47%', 'r2': '49%'}]"
113,慈濟大學,10806,醫學資訊學系,False,6,4.0,3.0,47.0,1.0,49.0,,,,底標,,,,"[{'name': '在校學業', 'r1': '47%', 'r2': '49%'}]"
113,慈濟大學,10806,醫學資訊學系【外加】,True,1,0.0,,,,,,,,底標,,,,
113,慈濟大學,10807,生物醫學暨工程學系,False,8,7.0,4.0,49.0,3.0,44.0,,,,,,底標,,"[{'name': '在校學業', 'r1': '49%', 'r2': '44%'}]"
113,慈濟大學,10807,生物醫學暨工程學系【外加】,True,1,0.0,,,,,,,,,,底標,,"[{'name': '在校學業', 'r1': '14%', 'r2': None}]"
113,慈濟大學,10808,醫學檢驗生物技術學系,False,13,13.0,13.0,14.0,,,,後標,,,,後標,,"[{'name': '在校學業', 'r1': '14%', 'r2': None}]"
113,慈濟大學,10808,醫學檢驗生物技術學系【外加】,True,1,0.0,,,,,,後標,,,,後標,,"[{'name': '在校學業', 'r1': '26%', 'r2': None}]"
113,慈濟大學,10809,公共衛生學系,False,5,5.0,5.0,26.0,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '26%', 'r2': None}]"
113,慈濟大學,10809,公共衛生學系【外加】,True,1,1.0,1.0,43.0,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '43%', 'r2': None}]"
113,慈濟大學,10810,護理學系,False,31,31.0,31.0,47.0,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '47%', 'r2': None}, {'name': '學測英文', 'r1': '7', 'r2': None}, {'name': '在校學業', 'r1': '41%', 'r2': None}]"
113,慈濟大學,10810,護理學系【外加】,True,2,2.0,2.0,41.0,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '41%', 'r2': None}, {'name': '在校學業', 'r1': '8%', 'r2': None}]"
